file_name,similarity
frame_000.json,0.9997822671402448
frame_001.json,0.9997721648708006
frame_002.json,0.999784987366283
frame_003.json,0.9997919100929054
frame_004.json,0.9997793766629038
frame_005.json,0.9997939642506442
frame_006.json,0.9998058592863319
frame_007.json,0.9998056849954352
frame_008.json,0.999821258262357
frame_009.json,0.9998526745736983
frame_010.json,0.9998448113860435
frame_011.json,0.99981610627643
frame_012.json,0.9998040507277354
frame_013.json,0.999771987234894
frame_014.json,0.999706813056007
frame_015.json,0.9996403430201038
frame_016.json,0.9995370107375164
frame_017.json,0.9995667931756921
frame_018.json,0.9994755369815551
frame_019.json,0.9993514416712785
frame_020.json,0.9992028317287946
frame_021.json,0.9991067427698772
frame_022.json,0.9992902852053628
frame_023.json,0.9993426685635535
frame_024.json,0.9993122579455447
frame_025.json,0.9993260453387651
frame_026.json,0.9993495260359756
frame_027.json,0.9995762459356043
frame_028.json,0.9996625847221594
frame_029.json,0.9997483806057842
frame_030.json,0.9997899456023339
frame_031.json,0.9998127984396203
frame_032.json,0.9998467476491177
frame_033.json,0.9998725497811497
frame_034.json,0.9998687355748166
frame_035.json,0.9998309782488264
frame_036.json,0.9998483804207692
frame_037.json,0.9999178163980723
frame_038.json,0.9999223891404185
frame_039.json,0.999927294493769
frame_040.json,0.9999125529026403
frame_041.json,0.9999278552031782
frame_042.json,0.999928365321925
frame_043.json,0.9999188090124425
frame_044.json,0.9999263177728566
frame_045.json,0.9999190818691974
frame_046.json,0.99991872482379
frame_047.json,0.9998977669450048
frame_048.json,0.9999054040049411
frame_049.json,0.9998904142864622
frame_050.json,0.9998819307841418
frame_051.json,0.9998799349853138
frame_052.json,0.9998961853446235
frame_053.json,0.9998727105848503
frame_054.json,0.9998633600086445
frame_055.json,0.999848788143766
frame_056.json,0.9998672598672739
frame_057.json,0.999882439648
frame_058.json,0.9998579001769912
frame_059.json,0.9998254773736389
frame_060.json,0.9998561265266848
frame_061.json,0.9998665673288956
frame_062.json,0.9998665707519258
frame_063.json,0.999854222435808
frame_064.json,0.9998582976378974
frame_065.json,0.9998461714376881
frame_066.json,0.99987143230814
frame_067.json,0.999821631782606
frame_068.json,0.9998092483982286
frame_069.json,0.9998183787560025
frame_070.json,0.9998345246621146
frame_071.json,0.9998579210634261
frame_072.json,0.999824210056152
frame_073.json,0.9998558092098399
frame_074.json,0.9998871197999561
frame_075.json,0.9998937997440553
frame_076.json,0.9999042367585411
frame_077.json,0.999882415348112
frame_078.json,0.9998577981619522
frame_079.json,0.9998539344711742
frame_080.json,0.9998717945028096
frame_081.json,0.9998762693332116
frame_082.json,0.9998573219482757
frame_083.json,0.9998120009521344
frame_084.json,0.9998052127393509
frame_085.json,0.9997910509024532
frame_086.json,0.999732169506455
